True_Class,Pred_Class,True_Risk_pips,Pred_Risk_pips
2,1,0.19488658,0.18967962
2,1,0.19801857,0.1857129
2,1,0.20555887,0.17599139
2,2,0.17229928,0.16083911
2,2,0.22993115,0.16164084
2,2,0.19418693,0.157116
2,1,0.17909925,0.16265337
2,1,0.18847604,0.16052377
2,1,0.18845479,0.15706529
2,2,0.17972884,0.15004252
2,1,0.14712328,0.13901813
2,1,0.13828316,0.16081966
2,1,0.12142379,0.16002052
2,1,0.1188711,0.18229063
1,1,0.11827728,0.17447786
1,1,0.09821401,0.15190002
0,1,0.11003645,0.17198151
1,1,0.11004127,0.1705648
1,1,0.110045396,0.15814856
1,1,0.10256346,0.15829086
0,1,0.10254743,0.15925759
0,0,0.12569964,0.16757645
0,0,0.14320645,0.17110088
0,0,0.16883336,0.17610352
0,0,0.18947092,0.18411046
0,0,0.21325028,0.16855666
0,1,0.24524832,0.1402922
0,1,0.27468574,0.13840906
0,1,0.2808374,0.16763228
0,0,0.2938896,0.192312
0,1,0.2745569,0.18428843
0,1,0.24897096,0.16918242
0,1,0.22151166,0.14777228
0,0,0.22149087,0.23447101
0,0,0.16528305,0.22123191
0,0,0.17345999,0.21821538
0,0,0.1503232,0.21791123
0,1,0.13156164,0.20667106
0,1,0.10466151,0.1936455
0,1,0.104698256,0.15576875
1,1,0.10469498,0.15512626
2,1,0.104716636,0.14785218
2,1,0.11158405,0.16088171
1,1,0.11156937,0.16873232
1,1,0.1159562,0.17036745
1,0,0.11593295,0.20242922
1,1,0.15230907,0.1852595
1,1,0.13856669,0.16022259
1,1,0.1385519,0.16296622
1,1,0.13852064,0.17179435
1,1,0.13854931,0.16222571
2,2,0.13860492,0.15405805
1,1,0.1385328,0.15813142
2,1,0.17923394,0.17624122
2,1,0.20051758,0.17571476
2,1,0.2005553,0.17030245
2,1,0.26260042,0.16515054
2,0,0.26253626,0.20301041
2,1,0.26267615,0.18272549
2,1,0.26273546,0.17344475
2,1,0.26269427,0.17507473
2,1,0.2626745,0.17930254
2,1,0.26272064,0.1696986
2,2,0.22682557,0.20121431
2,2,0.21627653,0.22071972
2,2,0.16967192,0.21417291
2,2,0.16966237,0.20992668
2,2,0.1696783,0.20307124
2,1,0.18521184,0.21555987
2,1,0.24222168,0.19013841
2,1,0.28801844,0.19034946
2,2,0.28810683,0.19483002
2,2,0.27730656,0.21000819
2,2,0.27242836,0.20432068
2,1,0.22964196,0.21474014
2,2,0.22964771,0.20508654
2,2,0.24722111,0.2034106
2,2,0.26086956,0.20328486
2,2,0.26848075,0.19808444
