True_Class,Pred_Class,True_Risk_pips,Pred_Risk_pips
1,1,0.10838265,0.13567959
2,1,0.11155946,0.13366807
2,1,0.12737443,0.13167843
2,1,0.14789155,0.113864094
2,1,0.14789273,0.11388696
2,1,0.16378397,0.10711172
2,1,0.14713328,0.113283075
2,1,0.16846602,0.11380828
2,1,0.16843936,0.115456484
2,1,0.24352062,0.1108768
2,1,0.24355142,0.10382795
2,1,0.27829608,0.10663739
2,1,0.259428,0.1014435
2,1,0.21499766,0.1151864
2,1,0.21503337,0.11284499
2,1,0.21335103,0.10424141
2,1,0.19915596,0.10463174
2,1,0.20148864,0.110086255
2,1,0.24567695,0.11622907
2,1,0.24569443,0.11533114
2,1,0.22828525,0.11540845
2,1,0.22813389,0.11939578
2,2,0.2281807,0.11806031
2,1,0.18702209,0.12570235
2,1,0.1869793,0.13269062
2,1,0.18706638,0.12554514
2,1,0.12545666,0.13316706
2,2,0.12542696,0.11517679
1,2,0.12541905,0.11359478
1,1,0.1253874,0.117006674
1,1,0.12535873,0.12361305
1,1,0.12535182,0.12238812
0,1,0.119813345,0.122361496
0,1,0.11509113,0.12573291
1,1,0.11514922,0.11109322
1,1,0.11990975,0.109817386
1,1,0.11987287,0.11778746
1,1,0.13876078,0.12704535
2,1,0.17349474,0.11858551
2,1,0.20028861,0.118941434
2,1,0.2003123,0.11475116
2,1,0.20024598,0.12827425
2,1,0.23184657,0.12271074
2,1,0.23181915,0.12281817
2,1,0.23189045,0.10890241
2,2,0.2319307,0.12666859
2,2,0.23192705,0.13366441
2,2,0.23433986,0.13768427
2,2,0.16164897,0.1474514
2,2,0.16157891,0.13469723
2,1,0.2158585,0.12732029
2,1,0.2489522,0.12792532
1,1,0.24897377,0.12829083
2,1,0.24889728,0.14085403
2,1,0.24894631,0.14695278
2,1,0.24894828,0.14269602
2,1,0.24909937,0.12376927
2,2,0.17882042,0.13363214
2,2,0.1638221,0.13577193
2,2,0.16385564,0.13570678
2,2,0.15991303,0.1379635
2,1,0.15986517,0.13349918
1,1,0.1597683,0.13891478
2,1,0.13860232,0.14003053
2,1,0.13863945,0.14056085
2,1,0.13304782,0.151198
2,1,0.13307716,0.14425868
2,1,0.12993047,0.14336275
2,1,0.12994581,0.13694692
2,2,0.09371038,0.115593694
2,2,0.082662195,0.11500056
2,1,0.08578962,0.11814822
2,1,0.09208755,0.12029943
2,1,0.09757786,0.12239402
1,1,0.09757326,0.123254396
2,1,0.09758708,0.10532993
2,1,0.088163294,0.101881765
2,1,0.08263357,0.10971198
2,1,0.08263357,0.11069882
2,1,0.082642026,0.10736697
2,1,0.10780865,0.11504434
2,1,0.102325946,0.096640766
1,1,0.057428766,0.10298227
1,1,0.059793085,0.10234306
1,1,0.07079479,0.10518262
1,1,0.07079925,0.100478396
0,1,0.089685395,0.093440026
0,1,0.095980614,0.08223672
1,1,0.09597004,0.07702743
0,1,0.09596174,0.074632235
0,1,0.1817195,0.07866745
0,1,0.18170519,0.07626778
0,1,0.1816709,0.07901819
0,0,0.18168947,0.11398177
0,0,0.18169376,0.11482804
0,1,0.18174237,0.10297727
0,1,0.18174094,0.107334726
0,1,0.18173236,0.10859274
1,1,0.18180959,0.09161631
1,1,0.1818139,0.11222901
1,1,0.1817681,0.120475695
1,1,0.18176667,0.11668457
1,1,0.057449102,0.10942849
0,1,0.16133855,0.1103547
0,1,0.17866701,0.107809484
0,1,0.19437799,0.08229414
0,1,0.19440706,0.08149929
0,1,0.19443154,0.08456853
0,1,0.19442695,0.08641088
0,1,0.1944147,0.093464665
0,1,0.19916084,0.09224722
0,0,0.19911225,0.1607754
0,0,0.23610893,0.16264492
0,0,0.23291498,0.16543795
0,0,0.21879598,0.16578697
0,0,0.14572093,0.12720273
2,1,0.14578983,0.117987856
2,1,0.16314757,0.12202151
2,0,0.16937803,0.1431253
2,0,0.16944477,0.14206718
2,0,0.1741611,0.1472276
2,1,0.18680392,0.14191064
2,1,0.20340747,0.13118592
2,2,0.21521652,0.1157775
2,2,0.21446706,0.11803402
2,2,0.1868702,0.11994976
2,2,0.15211822,0.12894507
2,1,0.12607658,0.120986864
1,1,0.08506348,0.12708196
0,1,0.11181631,0.08402418
1,1,0.11181807,0.083541304
1,1,0.11181542,0.082784735
0,1,0.1118075,0.08049223
1,1,0.11179958,0.08026056
0,1,0.11177318,0.08498536
0,1,0.11020759,0.09107515
0,0,0.10861609,0.0984738
0,1,0.099965364,0.09284934
0,1,0.07400759,0.088308185
1,1,0.07402449,0.08352934
1,1,0.06772453,0.081058085
2,1,0.0740449,0.079038784
1,1,0.074039064,0.074015014
2,1,0.07403557,0.0736586
2,1,0.060652845,0.076422766
2,1,0.06142893,0.0742217
2,1,0.095300354,0.07550973
2,1,0.09293607,0.06629327
2,1,0.09214775,0.06583363
1,1,0.09214775,0.06250928
1,1,0.09214485,0.06310095
1,1,0.09212526,0.06739201
1,1,0.09213469,0.06875353
1,2,0.092132516,0.08980283
1,2,0.09213396,0.08926899
1,2,0.09212163,0.0870543
0,1,0.1054927,0.084894106
0,1,0.14955802,0.08360303
0,1,0.15344664,0.08324768
0,1,0.14089052,0.10115098
0,1,0.14088166,0.099082895
0,1,0.12127607,0.09539178
0,1,0.13229284,0.0943672
0,1,0.13229388,0.09447758
1,1,0.13227826,0.099009305
0,0,0.12834342,0.12710541
1,0,0.10630088,0.12790436
1,1,0.10552677,0.12203857
2,1,0.13311803,0.11209418
2,1,0.14972183,0.10098314
2,1,0.14967348,0.10991924
2,2,0.16314371,0.102112174
2,1,0.1630756,0.10874913
2,1,0.16308716,0.11061433
2,1,0.14418645,0.112724796
2,1,0.12132481,0.11115448
1,1,0.121274166,0.11521158
1,2,0.11028746,0.111937195
0,1,0.120493315,0.11529451
0,1,0.12048193,0.11808645
0,1,0.13383825,0.12398343
0,1,0.14643018,0.120838374
0,1,0.14641519,0.11807566
0,0,0.13537231,0.13913888
0,0,0.12518601,0.13045928
0,1,0.12045537,0.13190109
0,0,0.116506994,0.13865252
0,1,0.09134074,0.12289817
0,1,0.08506348,0.1097943
0,1,0.08979418,0.10699105
0,1,0.08429578,0.101574846
0,1,0.07956578,0.10426621
1,1,0.078796,0.097733706
1,1,0.07879414,0.09760047
1,1,0.07642369,0.102140345
1,1,0.0764267,0.09577029
1,1,0.07643573,0.089939736
0,1,0.0764279,0.09395008
0,0,0.07641586,0.10365386
1,1,0.07486564,0.08996695
1,1,0.08039282,0.08487868
0,1,0.12374677,0.08195318
0,1,0.124544784,0.083607554
1,1,0.12454871,0.08404791
1,1,0.12450553,0.08221972
1,1,0.124486886,0.09084816
1,1,0.10402301,0.09010012
1,1,0.1048218,0.08728194
2,1,0.11035266,0.085630715
2,1,0.118244305,0.08518532
2,1,0.12689655,0.087136894
2,1,0.14031215,0.0877538
2,1,0.14030884,0.087889135
2,2,0.15930349,0.09650567
2,2,0.14668538,0.10061362
2,2,0.12772097,0.09451674
2,1,0.1276948,0.096969336
2,1,0.1276626,0.099072784
1,1,0.12765957,0.09877691
1,1,0.12765253,0.08062401
1,1,0.12765153,0.08084248
1,1,0.12763342,0.08038819
1,1,0.12762237,0.0836626
2,1,0.12764247,0.08519563
1,1,0.12762739,0.08596786
1,1,0.061447807,0.12586516
0,1,0.06695655,0.13804062
0,1,0.08194203,0.12478324
1,0,0.08192008,0.1354233
2,1,0.09216953,0.1267684
2,1,0.1032195,0.11549085
2,1,0.11266851,0.085920885
2,1,0.1126481,0.084334
1,1,0.112654306,0.086744815
1,1,0.11264721,0.08659358
1,1,0.11263301,0.09017527
1,1,0.1126481,0.08716416
2,1,0.12289851,0.09410878
2,2,0.122936286,0.10211328
2,2,0.13004926,0.10659074
2,2,0.11500591,0.09850441
0,1,0.1149724,0.097711585
1,1,0.114961535,0.096709825
1,1,0.11498055,0.094941154
1,1,0.11497421,0.097307935
2,1,0.11499866,0.09530188
2,1,0.1158073,0.09665424
2,1,0.14099485,0.09814718
2,1,0.14097819,0.102485746
0,1,0.14093156,0.124014325
0,1,0.14096153,0.12218151
1,1,0.14092602,0.13311774
1,0,0.14090383,0.14414145
2,1,0.20245467,0.117440626
2,1,0.2244607,0.122810274
2,1,0.2583837,0.11530758
2,1,0.2473142,0.11356429
2,1,0.24717402,0.12608539
2,1,0.24715263,0.12687983
2,1,0.24708845,0.13466816
2,1,0.24719155,0.12029782
2,2,0.24732395,0.13335252
2,2,0.24738434,0.14621124
2,2,0.21497925,0.1432688
2,2,0.14559592,0.15470193
1,1,0.110892646,0.1467464
1,1,0.110869974,0.14403692
2,1,0.13604693,0.11281021
2,1,0.17057736,0.11784972
2,1,0.19179977,0.12325072
2,1,0.24369729,0.11917708
2,1,0.24373752,0.115095906
2,1,0.24374135,0.11393984
0,1,0.24368387,0.12225888
1,1,0.24375477,0.112307
1,1,0.24386023,0.10666957
1,2,0.24389285,0.10727052
0,1,0.26824835,0.10557954
0,1,0.286195,0.11499247
0,1,0.28603086,0.13428037
0,1,0.2859522,0.13781707
0,0,0.2858826,0.14412211
0,0,0.23011436,0.14616118
1,1,0.22314413,0.122584976
1,1,0.1846947,0.11225455
2,0,0.18479782,0.1428274
2,0,0.1848269,0.1386463
1,0,0.18481816,0.14359745
1,0,0.18485306,0.14456312
2,1,0.18494616,0.12766878
2,1,0.17552283,0.12097098
2,1,0.14945331,0.11834474
2,1,0.14940631,0.11757772
2,1,0.14937341,0.11739165
1,1,0.16894546,0.13824746
2,0,0.2459377,0.14266396
2,1,0.25704515,0.12637173
2,0,0.2727773,0.12719244
2,0,0.2727344,0.1342782
2,1,0.27997547,0.114636175
2,1,0.28718674,0.11297231
2,1,0.28948113,0.11596176
2,1,0.27131814,0.121696904
2,2,0.23350708,0.13790473
2,2,0.21535802,0.12993293
2,2,0.19646674,0.12665373
2,2,0.18780597,0.13420275
2,1,0.14604501,0.1370544
2,1,0.1460003,0.13935791
2,1,0.1460324,0.11503618
2,1,0.12953979,0.12122391
1,1,0.109872,0.12749206
0,1,0.11693061,0.12785934
0,1,0.20951036,0.12865353
0,1,0.20949885,0.12839626
0,1,0.20951529,0.113419406
0,1,0.21267746,0.11365754
0,1,0.25420338,0.11947538
0,1,0.25744066,0.11440712
0,1,0.26510426,0.13273302
0,1,0.26519164,0.12751268
0,0,0.26990977,0.16959916
0,0,0.26978275,0.18413468
0,0,0.22131707,0.16853957
0,0,0.21274257,0.16688035
0,1,0.18541944,0.1460017
0,1,0.1854034,0.14812508
0,0,0.18382786,0.14719011
0,0,0.17209,0.1394165
0,0,0.1893746,0.14211616
0,1,0.18940286,0.13918234
0,1,0.1894386,0.1310215
0,1,0.18944754,0.12818442
0,0,0.210614,0.1539411
0,0,0.18857695,0.1669957
1,1,0.15807106,0.14126521
0,1,0.15808722,0.13786273
0,1,0.19662899,0.1348746
1,1,0.17066322,0.1337837
1,1,0.1707223,0.12616512
1,1,0.17074917,0.12515956
2,1,0.1707438,0.1314219
2,1,0.17078008,0.12801768
2,1,0.176217,0.14005166
2,1,0.17704825,0.13280007
2,1,0.17702596,0.13362584
0,1,0.1770009,0.1295977
1,1,0.17697445,0.1269442
2,1,0.17707752,0.12023139
2,1,0.1715293,0.12802471
1,1,0.17146453,0.13355845
1,1,0.17146723,0.120944165
1,1,0.1714915,0.12110002
2,1,0.18319914,0.13396752
2,1,0.20991226,0.13884953
2,1,0.20992546,0.13205267
2,1,0.2099882,0.11976232
2,1,0.27603453,0.13346046
2,1,0.25813764,0.119670495
2,1,0.23987982,0.13884774
2,1,0.23986095,0.14279671
2,1,0.23989491,0.13480705
2,1,0.25332388,0.12398514
2,2,0.271427,0.12707347
2,2,0.24697961,0.12533227
2,1,0.16736993,0.13592198
2,1,0.17131495,0.1294674
2,1,0.17133246,0.12882026
2,1,0.16268213,0.12978971
2,1,0.113839775,0.11619336
2,1,0.20029062,0.11349443
2,1,0.2921336,0.11964076
2,1,0.28742176,0.12366123
2,1,0.28735858,0.124273255
2,1,0.28732926,0.12722124
2,1,0.2872255,0.12991804
2,1,0.2872864,0.12091399
2,1,0.22841623,0.12048324
2,1,0.22363465,0.13339283
2,1,0.23776267,0.13225988
2,1,0.27701917,0.12903152
2,2,0.31706417,0.13065185
2,1,0.24307053,0.13672626
2,0,0.24284013,0.16056535
2,1,0.24295242,0.14847289
2,1,0.25949794,0.14137986
2,1,0.24141905,0.13929634
2,2,0.22573186,0.12847607
2,2,0.19113569,0.11943865
2,1,0.19110425,0.11976226
2,2,0.1793968,0.12275544
2,1,0.12999114,0.12774105
2,1,0.1080294,0.12884092
2,1,0.1377195,0.10221404
2,1,0.13770764,0.10852208
2,1,0.15653127,0.10518576
2,1,0.135372,0.11514579
2,1,0.14783643,0.12064944
2,1,0.14237215,0.12179113
1,1,0.14238662,0.096823215
1,1,0.1423688,0.09621315
1,1,0.14235766,0.1001073
1,1,0.14239442,0.097335495
1,1,0.12904638,0.10174024
1,1,0.12904033,0.107694566
1,2,0.12902217,0.112624645
1,1,0.12900704,0.10850039
0,1,0.12896267,0.11420535
0,1,0.1289415,0.1204459
1,1,0.12658623,0.1199721
1,1,0.12660602,0.11369837
2,1,0.12671793,0.11929105
2,1,0.12671594,0.12097181
2,1,0.12668721,0.12707414
2,1,0.12671298,0.12408954
2,1,0.12043105,0.1366333
2,1,0.120473444,0.12702723
1,2,0.093056716,0.112127006
1,1,0.0930378,0.10640238
1,1,0.09305163,0.10671136
0,1,0.09615535,0.11499506
0,1,0.08908755,0.12149948
0,1,0.08908616,0.12506841
0,1,0.07894819,0.097665384
1,1,0.078947574,0.09597185
0,1,0.07894325,0.09825848
0,1,0.07894387,0.094634406
0,1,0.078946956,0.092662916
0,1,0.052369118,0.090859435
2,1,0.060990866,0.07759721
1,1,0.06098562,0.07237883
2,1,0.074277356,0.07479614
2,1,0.073513314,0.07808645
1,1,0.07898647,0.07500945
1,1,0.078972265,0.07301228
1,1,0.07897412,0.066804916
1,1,0.078967944,0.06750679
1,1,0.07896856,0.06489912
1,1,0.07898338,0.066023014
1,1,0.07898894,0.065984994
2,1,0.07898462,0.063131504
1,1,0.078947574,0.0800053
1,1,0.07894881,0.089018784
0,1,0.07894387,0.09118794
0,1,0.08520751,0.088581406
1,1,0.094625875,0.09216401
1,1,0.094599985,0.08780725
0,1,0.0946059,0.08605303
0,1,0.0946059,0.08422315
1,1,0.097731076,0.08400735
1,1,0.09774636,0.08992302
2,1,0.09773795,0.08711325
0,1,0.093793236,0.094598636
0,1,0.08443833,0.10960473
0,1,0.09380643,0.117240846
1,1,0.09384238,0.110312656
1,1,0.09384311,0.10666984
2,1,0.10169359,0.10300012
0,1,0.10164826,0.11293896
1,1,0.15097587,0.10952595
0,1,0.15096524,0.10907963
0,1,0.150931,0.11587338
0,1,0.15093927,0.11317566
0,0,0.15086022,0.13370708
0,1,0.15092982,0.12212302
0,1,0.16505781,0.1273682
0,1,0.17204839,0.14107443
0,1,0.1720336,0.14210074
0,1,0.17199862,0.1443199
0,1,0.14700823,0.13180989
0,1,0.111855075,0.119439565
0,0,0.1267328,0.13092567
0,1,0.1040656,0.12802878
0,1,0.104083516,0.12514302
0,1,0.1040884,0.12183516
0,1,0.10407945,0.122461304
0,1,0.104102254,0.11096283
0,1,0.117403045,0.121210225
0,1,0.11740856,0.12072403
1,1,0.11741867,0.117415905
1,1,0.08999985,0.12745765
1,1,0.09001816,0.1166765
1,1,0.090040006,0.09957685
2,1,0.09004988,0.09785682
2,1,0.09005129,0.09670587
1,1,0.09003648,0.10718126
2,1,0.14562422,0.109901614
2,1,0.14562309,0.10869479
2,1,0.15192689,0.09290694
2,2,0.15348473,0.09310061
2,1,0.15032884,0.09059804
2,1,0.14168409,0.08961968
2,1,0.14167522,0.098059654
2,1,0.14167742,0.098438405
2,1,0.14167742,0.09877021
2,2,0.1416863,0.09555657
2,2,0.167516,0.09498966
2,2,0.16754353,0.11505237
2,1,0.11187695,0.09554763
1,1,0.10014239,0.10460161
1,1,0.07352136,0.1075821
1,1,0.07350871,0.07775167
1,1,0.07349549,0.08962491
1,1,0.07350009,0.08732416
2,1,0.07351446,0.084473684
1,1,0.07351791,0.08031061
1,1,0.07351273,0.08022159
1,1,0.07350756,0.0853266
1,1,0.06879568,0.10191524
1,1,0.068817206,0.091492034
1,1,0.068822585,0.08675526
2,1,0.0664826,0.08191447
2,1,0.076645136,0.07962173
2,1,0.06646492,0.07353084
1,1,0.06644778,0.08871217
2,1,0.088333696,0.0931624
2,1,0.10945623,0.090241745
1,1,0.10946908,0.08404896
1,1,0.10947849,0.07836403
1,2,0.11260645,0.08209594
1,1,0.1125862,0.07436141
1,2,0.11885679,0.08388451
1,2,0.11963406,0.082617804
1,1,0.11960133,0.07905321
1,1,0.11958076,0.081149474
2,1,0.16102555,0.10901683
2,1,0.16257367,0.117685325
1,0,0.16251777,0.13245513
1,0,0.16253936,0.13198629
2,1,0.16261688,0.11079297
2,1,0.16576746,0.09977847
2,2,0.20799775,0.09151308
2,1,0.25722015,0.08708909
2,2,0.2573026,0.09365752
2,2,0.24787895,0.10028617
2,1,0.20792946,0.096393004
2,1,0.20084402,0.09887625
2,1,0.20067935,0.12047827
2,1,0.26398,0.12095225
2,1,0.38988638,0.111295104
2,1,0.40785074,0.11481262
2,1,0.39530015,0.11480881
2,1,0.39132372,0.11755635
2,2,0.356708,0.11799949
2,1,0.35659108,0.12304909
2,1,0.35662168,0.12127861
2,1,0.3528383,0.1188654
2,1,0.3051469,0.12552665
2,1,0.29095617,0.13301599
2,2,0.30432612,0.14474739
2,2,0.20190838,0.13493045
1,1,0.13935818,0.15680838
0,1,0.14008327,0.15934882
1,1,0.14016072,0.15171552
1,1,0.14012799,0.1515299
2,1,0.1402175,0.12569313
1,1,0.14018255,0.13315563
0,1,0.14018036,0.13065448
1,1,0.14796586,0.1315739
0,1,0.14788064,0.14088134
0,1,0.14794973,0.1281756
0,1,0.15016651,0.14788105
0,1,0.1401629,0.13697028
0,1,0.1705395,0.13319522
0,1,0.17837113,0.13155961
0,1,0.21727957,0.13180149
0,1,0.27094153,0.1371799
0,0,0.23586926,0.15001786
0,1,0.21107891,0.12862214
0,1,0.20490047,0.12433414
0,1,0.20485738,0.12755635
0,1,0.20483345,0.13183285
0,1,0.18465567,0.11967757
0,0,0.18462257,0.16520317
0,0,0.14802927,0.16714194
1,0,0.13326786,0.15643954
1,0,0.14182849,0.16557105
1,0,0.14270118,0.14026588
2,1,0.127155,0.12614422
0,1,0.11928894,0.107857205
1,1,0.12549399,0.112207875
1,1,0.12555565,0.10956679
1,1,0.12555075,0.116577215
0,1,0.14343847,0.11635432
0,1,0.1434094,0.11823826
1,1,0.14344406,0.11147266
1,1,0.14343736,0.11396347
1,1,0.15041931,0.12171075
1,0,0.15037711,0.1365264
2,1,0.18319874,0.11697313
2,1,0.20113508,0.10987105
2,1,0.20125276,0.10957356
2,1,0.20112881,0.1301885
2,1,0.2011492,0.13100958
1,1,0.20121352,0.11886839
1,1,0.18641146,0.11309697
0,1,0.251125,0.11433205
0,2,0.29783484,0.122191064
0,2,0.29770255,0.115439504
0,1,0.31322804,0.11501621
0,1,0.31320363,0.1225057
0,1,0.31313288,0.12182596
0,1,0.31071863,0.12146768
0,0,0.29056406,0.1798163
0,0,0.2602381,0.17277133
0,0,0.26023,0.17335433
1,0,0.18952984,0.16066037
1,1,0.18956089,0.14515851
2,1,0.18967038,0.1323815
2,2,0.18969259,0.126753
2,2,0.27018374,0.13118303
2,2,0.3054258,0.1379502
2,2,0.23881249,0.14876719
2,2,0.2387566,0.14340153
2,1,0.32216546,0.14026442
2,1,0.38688642,0.13215178
2,1,0.39785004,0.13051087
2,1,0.45023605,0.12887886
2,1,0.45009205,0.13615057
2,1,0.4189127,0.13313185
2,1,0.39465576,0.13294287
2,2,0.34854072,0.14504856
2,2,0.31254873,0.14361598
2,2,0.2967382,0.13448465
2,2,0.2734731,0.14065929
2,2,0.2422307,0.13466366
2,1,0.14940704,0.15323786
1,1,0.13998413,0.13255218
2,1,0.1601779,0.1326496
1,1,0.1601829,0.13184305
1,1,0.1602452,0.1271036
1,1,0.16011566,0.13815495
1,1,0.16009824,0.14093304
2,1,0.16795222,0.13268016
2,1,0.20450534,0.13902147
2,1,0.19060215,0.13686793
1,1,0.1904836,0.1476632
2,1,0.18901974,0.14267915
2,1,0.18890218,0.15069497
1,1,0.18899328,0.14065163
0,1,0.1888376,0.15939938
1,1,0.18892275,0.1523996
2,1,0.18904327,0.14276162
1,1,0.17023857,0.1549482
0,1,0.1904229,0.15301034
0,0,0.19033265,0.16487461
0,0,0.1902691,0.16654414
0,1,0.1903637,0.1471998
0,1,0.19043325,0.13145529
1,1,0.19037406,0.13847911
1,1,0.19037406,0.13750736
2,1,0.19056508,0.13942319
2,1,0.19049692,0.1408015
2,1,0.20374201,0.14036882
2,1,0.20368183,0.14750198
2,1,0.20365807,0.14343272
2,1,0.1897489,0.1294469
2,2,0.20988317,0.11936939
2,2,0.20986848,0.123574376
2,2,0.20986848,0.124841265
2,2,0.2099811,0.12978904
2,1,0.16786087,0.13097978
1,1,0.1678087,0.13602741
2,2,0.16782695,0.10824829
1,1,0.16774224,0.11058233
1,1,0.16773312,0.11764135
0,1,0.16771619,0.11320099
1,1,0.16774353,0.10396813
2,1,0.1886851,0.104730606
1,1,0.19482738,0.138529
2,1,0.15614562,0.120264366
2,1,0.13359949,0.12383797
1,0,0.13351238,0.14651254
2,1,0.13429382,0.14344259
2,1,0.13436475,0.12757923
2,2,0.15301208,0.11094615
2,2,0.15768705,0.11486945
2,2,0.15844414,0.11559449
2,2,0.15378879,0.122023225
2,2,0.114913076,0.11235754
2,1,0.10553107,0.12183456
2,1,0.114848875,0.09687958
2,1,0.11482927,0.10681318
2,1,0.114834614,0.10751437
2,1,0.11253396,0.096427806
2,1,0.0954391,0.103471726
2,1,0.086910635,0.09728457
2,1,0.06826574,0.09578933
2,1,0.062836,0.09272526
2,1,0.054295555,0.09131686
2,1,0.049636643,0.08948387
1,1,0.039552975,0.08671144
1,1,0.038771413,0.090510644
1,1,0.043419268,0.07266847
0,1,0.0736594,0.073119715
0,1,0.073657684,0.07358292
0,1,0.07365597,0.07223225
1,1,0.073669106,0.07043959
1,1,0.07365997,0.06934437
1,1,0.07366454,0.07054055
1,1,0.073662825,0.06769748
1,1,0.07365198,0.066094205
1,1,0.073656544,0.06924526
1,1,0.07365997,0.06966821
0,1,0.06589505,0.071875736
0,1,0.061266907,0.077986926
1,1,0.061272133,0.07636188
1,1,0.061275937,0.07476956
1,1,0.06127546,0.07140009
1,1,0.06127641,0.07101589
0,1,0.061261207,0.07353169
0,1,0.06126073,0.0665234
0,1,0.061255503,0.07166073
0,1,0.060483404,0.060676865
0,1,0.059705194,0.07062868
0,1,0.048081025,0.06421214
1,1,0.03568132,0.06607163
2,1,0.039568625,0.071046084
1,1,0.038006887,0.06994726
1,1,0.038008362,0.06549844
1,1,0.045766592,0.060260627
1,1,0.04576517,0.056569234
1,1,0.04577156,0.058966763
0,1,0.059731133,0.053199448
1,1,0.062057838,0.051948197
1,1,0.06205832,0.05127821
1,1,0.06205543,0.050765738
1,1,0.0620588,0.049270675
1,1,0.06206121,0.049488187
1,1,0.061268333,0.07113963
1,1,0.05895769,0.068662204
1,1,0.05896135,0.06780726
2,1,0.065947704,0.06515874
1,1,0.06594259,0.065371245
2,1,0.0830191,0.06509432
2,1,0.09622473,0.07156482
2,1,0.09465289,0.070031464
2,1,0.10240814,0.0733999
2,1,0.10240814,0.07093084
2,1,0.1024002,0.07190664
1,1,0.102414496,0.0720399
1,1,0.1023859,0.07950368
1,2,0.10242563,0.09157342
1,1,0.08843791,0.085913956
1,1,0.08841459,0.082910195
1,1,0.08842762,0.089807615
1,1,0.08141807,0.09056257
1,1,0.08142375,0.1003923
1,1,0.08141681,0.11079579
2,1,0.12173751,0.113843784
2,1,0.13261572,0.1099632
2,1,0.13801767,0.114304304
2,1,0.13885011,0.100662604
2,1,0.1450422,0.092651896
2,1,0.14042328,0.093362495
2,1,0.13263628,0.09448303
2,1,0.12875603,0.09569669
1,1,0.12875703,0.09104456
1,1,0.12874405,0.09130787
1,2,0.12875004,0.1097542
0,1,0.12869415,0.1021545
0,1,0.12864228,0.10933741
0,1,0.12866421,0.10618402
0,1,0.12861438,0.11675528
0,1,0.12864627,0.11048448
0,0,0.1278386,0.14037089
0,0,0.11624483,0.13269804
0,0,0.11316864,0.12469665
0,1,0.08296696,0.111827776
0,1,0.09385884,0.10507646
0,1,0.09383991,0.11007784
0,1,0.09227166,0.09388313
0,1,0.09229671,0.09183657
0,1,0.09229457,0.08876318
0,1,0.09229385,0.08894962
0,1,0.084519714,0.09565133
0,1,0.08684931,0.0951331
0,1,0.06593543,0.099725194
0,1,0.0682758,0.09041518
1,1,0.06828428,0.093639925
1,1,0.06828375,0.08995129
1,1,0.06828587,0.090507165
1,1,0.06827156,0.092792526
1,1,0.0682668,0.091610715
1,1,0.082241945,0.083101615
2,1,0.09775323,0.08237322
2,1,0.11251911,0.08192443
2,1,0.13036191,0.07789014
2,1,0.14279728,0.07636145
2,1,0.14670382,0.07795274
2,1,0.14592648,0.07423039
2,1,0.12339356,0.07270106
2,1,0.115601555,0.08089581
2,1,0.11560604,0.08028406
2,1,0.11407464,0.07728683
2,2,0.10474048,0.09385035
2,1,0.07989079,0.082410865
1,1,0.072904386,0.08533463
1,1,0.066684246,0.085056245
1,1,0.066678554,0.08951436
1,1,0.0666677,0.093087755
2,1,0.09612701,0.08409443
2,1,0.104666576,0.08624345
2,1,0.13415636,0.08756647
2,1,0.13260542,0.08467252
2,1,0.13259411,0.0831615
2,1,0.13257356,0.08705813
1,1,0.13253656,0.09628072
1,1,0.1325787,0.09190504
2,1,0.13802944,0.09169544
1,1,0.13801552,0.08408898
1,1,0.13800482,0.08403978
1,1,0.13797165,0.09125672
1,1,0.13792463,0.109391876
2,0,0.14952546,0.11931684
0,0,0.17736676,0.13123047
0,1,0.17742173,0.118671134
0,1,0.20611846,0.1060921
0,1,0.21390209,0.09602484
1,1,0.2139535,0.09466826
2,1,0.21403645,0.095799595
2,1,0.2550348,0.10190064
2,1,0.25969395,0.10445151
2,1,0.25971004,0.1059978
2,1,0.25972816,0.10381123
0,0,0.25958326,0.15615088
0,0,0.25942448,0.18327203
0,0,0.2595531,0.17113355
0,0,0.2596577,0.15562116
1,1,0.25984904,0.14328684
1,1,0.25280136,0.14395879
1,1,0.2526603,0.13957259
0,1,0.2525018,0.14272428
0,1,0.2524353,0.14641872
0,0,0.23837902,0.16511726
0,1,0.18202098,0.1494283
0,1,0.1820647,0.14247012
1,1,0.2202182,0.14260446
1,1,0.22018406,0.14137104
1,1,0.22018918,0.1411479
0,1,0.22023527,0.1409235
0,1,0.23814511,0.13934445
0,1,0.24576311,0.14747931
0,1,0.32014263,0.15908527
0,1,0.35434598,0.15096827
0,0,0.3541126,0.16711572
0,0,0.32695943,0.1756414
0,0,0.29833168,0.16830562
0,1,0.28229746,0.14420909
0,0,0.2822756,0.16261607
0,0,0.27749142,0.1771278
0,0,0.24883528,0.17113566
0,1,0.16605753,0.14718086
0,1,0.17927684,0.14274879
0,1,0.14359006,0.13456273
1,1,0.13982646,0.12144973
2,2,0.139871,0.12406168
1,1,0.13976891,0.13312618
0,1,0.1397624,0.13402161
0,1,0.1374277,0.13647756
1,1,0.13747145,0.12860607
1,1,0.13751845,0.14035696
0,0,0.13742235,0.15891452
1,0,0.12348076,0.15625465
2,1,0.12351433,0.14499071
2,1,0.123581536,0.1316772
1,1,0.100240886,0.13400052
1,1,0.0994476,0.11707981
1,1,0.09860325,0.13246723
1,1,0.096294224,0.1295778
1,1,0.09632489,0.116419025
2,1,0.09633088,0.11513935
2,1,0.13361403,0.11609028
2,1,0.12273656,0.12065834
